"id","confidence_level","confidence_value","order"
10568,"lower_CI",30.5,713
10568,"upper_CI",39.2,99286
10569,"lower_CI",43.8,715
10569,"upper_CI",53.3,99284
10570,"lower_CI",32.2,717
10570,"upper_CI",38.7,99282
10571,"lower_CI",30.9,719
10571,"upper_CI",49.3,99280
10572,"lower_CI",14.6,721
10572,"upper_CI",27.4,99278
10573,"lower_CI",19.4,723
10573,"upper_CI",41.8,99276
10574,"lower_CI",16.3,725
10574,"upper_CI",37,99274
10575,"lower_CI",14.4,727
10575,"upper_CI",28.7,99272
10576,"lower_CI",17.2,729
10576,"upper_CI",23.9,99270
10577,"lower_CI",27.9,731
10577,"upper_CI",36,99268
10691,"lower_CI",8.3,733
10691,"upper_CI",13,99266
10692,"lower_CI",23.1,735
10692,"upper_CI",33.6,99264
10694,"lower_CI",43.6,737
10694,"upper_CI",57.2,99262
10697,"lower_CI",81.5,739
10697,"upper_CI",94.3,99260
10698,"lower_CI",84.8,741
10698,"upper_CI",97.4,99258
10703,"lower_CI",60.4,743
10703,"upper_CI",75.7,99256
10704,"lower_CI",11.5,745
10704,"upper_CI",20.9,99254
10705,"lower_CI",10.6,747
10705,"upper_CI",21,99252
10706,"lower_CI",50.9,749
10706,"upper_CI",67.2,99250
10708,"lower_CI",3.5,751
10708,"upper_CI",8,99248
10710,"lower_CI",81,753
10710,"upper_CI",92.7,99246
10001,"lower_CI",6,755
10001,"upper_CI",15.1,99244
10002,"lower_CI",1.7,757
10002,"upper_CI",14.8,99242
10003,"lower_CI",2,759
10003,"upper_CI",16.6,99240
10004,"lower_CI",0.6,761
10004,"upper_CI",33.3,99238
10005,"lower_CI",4.6,763
10005,"upper_CI",11.2,99236
10006,"lower_CI",3,765
10006,"upper_CI",18.3,99234
10007,"lower_CI",6.9,767
10007,"upper_CI",18.8,99232
10008,"lower_CI",3.2,769
10008,"upper_CI",11.2,99230
10009,"lower_CI",1.3,771
10009,"upper_CI",20.6,99228
10010,"lower_CI",7.8,773
10010,"upper_CI",18.6,99226
10011,"lower_CI",4.8,775
10011,"upper_CI",14.3,99224
10012,"lower_CI",5.3,777
10012,"upper_CI",15.8,99222
10013,"lower_CI",1.7,779
10013,"upper_CI",24.4,99220
10014,"lower_CI",0,781
10014,"upper_CI",20.7,99218
10015,"lower_CI",7.4,783
10015,"upper_CI",14.8,99216
10016,"lower_CI",0.9,785
10016,"upper_CI",9.5,99214
10017,"lower_CI",2.3,787
10017,"upper_CI",8.9,99212
10018,"lower_CI",0,789
10018,"upper_CI",33.1,99210
10019,"lower_CI",3.5,791
10019,"upper_CI",14.7,99208
10020,"lower_CI",7.6,793
10020,"upper_CI",19.6,99206
10021,"lower_CI",7.2,795
10021,"upper_CI",18.6,99204
10022,"lower_CI",1.3,797
10022,"upper_CI",10.8,99202
10023,"lower_CI",3.4,799
10023,"upper_CI",27.6,99200
10024,"lower_CI",8.2,801
10024,"upper_CI",19.4,99198
10025,"lower_CI",5.8,803
10025,"upper_CI",14.3,99196
10026,"lower_CI",7,805
10026,"upper_CI",15.3,99194
10027,"lower_CI",0.8,807
10027,"upper_CI",26.2,99192
10028,"lower_CI",0,809
10028,"upper_CI",20.7,99190
10029,"lower_CI",75.7,811
10029,"upper_CI",88.1,99188
10030,"lower_CI",75.9,813
10030,"upper_CI",100,99186
10031,"lower_CI",75.1,815
10031,"upper_CI",94,99184
10032,"lower_CI",66.3,817
10032,"upper_CI",98.2,99182
10033,"lower_CI",78,819
10033,"upper_CI",89.9,99180
10034,"lower_CI",68.4,821
10034,"upper_CI",89.8,99178
10035,"lower_CI",70,823
10035,"upper_CI",86.4,99176
10036,"lower_CI",82.9,825
10036,"upper_CI",93,99174
10037,"lower_CI",68.6,827
10037,"upper_CI",92,99172
10038,"lower_CI",68.8,829
10038,"upper_CI",82.3,99170
10039,"lower_CI",77.5,831
10039,"upper_CI",91.3,99168
10040,"lower_CI",73.8,833
10040,"upper_CI",89.3,99166
10041,"lower_CI",67.9,835
10041,"upper_CI",90.5,99164
10042,"lower_CI",73,837
10042,"upper_CI",100,99162
10043,"lower_CI",11.3,839
10043,"upper_CI",23.4,99160
10044,"lower_CI",0,841
10044,"upper_CI",24.1,99158
10045,"lower_CI",3.3,843
10045,"upper_CI",23.2,99156
10046,"lower_CI",0.6,845
10046,"upper_CI",33.3,99154
10047,"lower_CI",10,847
10047,"upper_CI",20.6,99152
10048,"lower_CI",10.1,849
10048,"upper_CI",30.8,99150
10049,"lower_CI",12.5,851
10049,"upper_CI",29.1,99148
10050,"lower_CI",6.3,853
10050,"upper_CI",15.9,99146
10051,"lower_CI",8,855
10051,"upper_CI",31.4,99144
10052,"lower_CI",16.2,857
10052,"upper_CI",29.6,99142
10053,"lower_CI",8.2,859
10053,"upper_CI",22,99140
10054,"lower_CI",10.1,861
10054,"upper_CI",25.2,99138
10055,"lower_CI",8.8,863
10055,"upper_CI",31.8,99136
10056,"lower_CI",0,865
10056,"upper_CI",22.3,99134
10057,"lower_CI",0.1,867
10057,"upper_CI",1.5,99132
10058,"lower_CI",,869
10058,"upper_CI",,99130
10059,"lower_CI",0,871
10059,"upper_CI",4.4,99128
10060,"lower_CI",0,873
10060,"upper_CI",2.3,99126
10061,"lower_CI",0,875
10061,"upper_CI",2.4,99124
10062,"lower_CI",0,877
10062,"upper_CI",1.4,99122
10063,"lower_CI",0.1,879
10063,"upper_CI",2,99120
10064,"lower_CI",0,881
10064,"upper_CI",2.4,99118
10065,"lower_CI",,883
10065,"upper_CI",,99116
10066,"lower_CI",0,885
10066,"upper_CI",3.4,99114
10067,"lower_CI",0,887
10067,"upper_CI",1.1,99112
10068,"lower_CI",0,889
10068,"upper_CI",1.6,99110
10069,"lower_CI",0,891
10069,"upper_CI",1.6,99108
10070,"lower_CI",0,893
10070,"upper_CI",8.4,99106
10139,"lower_CI",31.2,895
10139,"upper_CI",43.9,99104
10140,"lower_CI",27.8,897
10140,"upper_CI",48.9,99102
10141,"lower_CI",20.4,899
10141,"upper_CI",39.6,99100
10142,"lower_CI",40.6,901
10142,"upper_CI",90.9,99098
10143,"lower_CI",28.9,903
10143,"upper_CI",48.7,99096
10144,"lower_CI",23.9,905
10144,"upper_CI",44.5,99094
10145,"lower_CI",27.2,907
10145,"upper_CI",43.7,99092
10146,"lower_CI",29.1,909
10146,"upper_CI",44.9,99090
10147,"lower_CI",30.6,911
10147,"upper_CI",55.9,99088
10148,"lower_CI",20.6,913
10148,"upper_CI",45.8,99086
10149,"lower_CI",29.7,915
10149,"upper_CI",44.1,99084
10150,"lower_CI",27,917
10150,"upper_CI",39.9,99082
10151,"lower_CI",41.3,919
10151,"upper_CI",77.7,99080
10152,"lower_CI",16.7,921
10152,"upper_CI",67.5,99078
10153,"lower_CI",81,923
10153,"upper_CI",95.7,99076
10154,"lower_CI",88.1,925
10154,"upper_CI",100,99074
10155,"lower_CI",88.8,927
10155,"upper_CI",100,99072
10156,"lower_CI",57.2,929
10156,"upper_CI",100,99070
10157,"lower_CI",85.3,931
10157,"upper_CI",97.1,99068
10158,"lower_CI",75.8,933
10158,"upper_CI",99.8,99066
10159,"lower_CI",64.5,935
10159,"upper_CI",93,99064
10160,"lower_CI",90.8,937
10160,"upper_CI",100,99062
10161,"lower_CI",88.6,939
10161,"upper_CI",100,99060
10162,"lower_CI",70.4,941
10162,"upper_CI",100,99058
10163,"lower_CI",79.3,943
10163,"upper_CI",97.3,99056
10164,"lower_CI",80.9,945
10164,"upper_CI",97.1,99054
10165,"lower_CI",66.1,947
10165,"upper_CI",100,99052
10166,"lower_CI",100,949
10166,"upper_CI",100,99050
10167,"lower_CI",22.3,951
10167,"upper_CI",31.1,99048
10168,"lower_CI",14.1,953
10168,"upper_CI",32.4,99046
10169,"lower_CI",12.1,955
10169,"upper_CI",26.8,99044
10170,"lower_CI",30.2,957
10170,"upper_CI",72.4,99042
10171,"lower_CI",21.1,959
10171,"upper_CI",38.3,99040
10172,"lower_CI",18.1,961
10172,"upper_CI",30.9,99038
10173,"lower_CI",19.8,963
10173,"upper_CI",33.9,99036
10174,"lower_CI",20.7,965
10174,"upper_CI",33.5,99034
10175,"lower_CI",14,967
10175,"upper_CI",37.2,99032
10176,"lower_CI",22.2,969
10176,"upper_CI",34.9,99030
10177,"lower_CI",20.8,971
10177,"upper_CI",30,99028
10178,"lower_CI",18.8,973
10178,"upper_CI",26.9,99026
10179,"lower_CI",32,975
10179,"upper_CI",60.2,99024
10180,"lower_CI",12.7,977
10180,"upper_CI",48.6,99022
10181,"lower_CI",74.4,979
10181,"upper_CI",91.7,99020
10182,"lower_CI",80.5,981
10182,"upper_CI",100,99018
10183,"lower_CI",74.9,983
10183,"upper_CI",95.5,99016
10184,"lower_CI",72.9,985
10184,"upper_CI",95.9,99014
10185,"lower_CI",64.6,987
10185,"upper_CI",89.4,99012
10186,"lower_CI",64.5,989
10186,"upper_CI",97.9,99010
10187,"lower_CI",56.3,991
10187,"upper_CI",86.2,99008
10188,"lower_CI",83,993
10188,"upper_CI",98.4,99006
10189,"lower_CI",93.9,995
10189,"upper_CI",100,99004
10190,"lower_CI",54.6,997
10190,"upper_CI",99.3,99002
10191,"lower_CI",76.9,999
10191,"upper_CI",93.9,99000
10192,"lower_CI",71,1001
10192,"upper_CI",94.8,98998
10193,"lower_CI",77.2,1003
10193,"upper_CI",96.1,98996
10194,"lower_CI",37.7,1005
10194,"upper_CI",93.4,98994
10195,"lower_CI",6.5,1007
10195,"upper_CI",14.9,98992
10196,"lower_CI",2.8,1009
10196,"upper_CI",15.2,98990
10197,"lower_CI",0,1011
10197,"upper_CI",4.7,98988
10198,"lower_CI",0,1013
10198,"upper_CI",48.1,98986
10199,"lower_CI",10.7,1015
10199,"upper_CI",18.7,98984
10200,"lower_CI",6.5,1017
10200,"upper_CI",17,98982
10201,"lower_CI",4.9,1019
10201,"upper_CI",20.5,98980
10202,"lower_CI",3.9,1021
10202,"upper_CI",13.3,98978
10203,"lower_CI",4,1023
10203,"upper_CI",15.4,98976
10204,"lower_CI",4.9,1025
10204,"upper_CI",19.8,98974
10205,"lower_CI",5.7,1027
10205,"upper_CI",14.3,98972
10206,"lower_CI",5.8,1029
10206,"upper_CI",12.3,98970
10207,"lower_CI",1.7,1031
10207,"upper_CI",41.3,98968
10208,"lower_CI",0,1033
10208,"upper_CI",22.3,98966
10209,"lower_CI",5.6,1035
10209,"upper_CI",14.9,98964
10210,"lower_CI",0,1037
10210,"upper_CI",12.9,98962
10211,"lower_CI",0,1039
10211,"upper_CI",4.2,98960
10212,"lower_CI",0,1041
10212,"upper_CI",43.3,98958
10213,"lower_CI",8.2,1043
10213,"upper_CI",18.5,98956
10214,"lower_CI",5.1,1045
10214,"upper_CI",19.2,98954
10215,"lower_CI",5.5,1047
10215,"upper_CI",24.6,98952
10216,"lower_CI",2,1049
10216,"upper_CI",8.6,98950
10217,"lower_CI",2.2,1051
10217,"upper_CI",12.8,98948
10218,"lower_CI",5.1,1053
10218,"upper_CI",21.6,98946
10219,"lower_CI",5.2,1055
10219,"upper_CI",12.9,98944
10220,"lower_CI",4.5,1057
10220,"upper_CI",14.3,98942
10221,"lower_CI",0,1059
10221,"upper_CI",34.3,98940
10222,"lower_CI",0,1061
10222,"upper_CI",20.7,98938
10223,"lower_CI",1.6,1063
10223,"upper_CI",5.3,98936
10224,"lower_CI",0,1065
10224,"upper_CI",8.8,98934
10225,"lower_CI",0,1067
10225,"upper_CI",4.2,98932
10226,"lower_CI",0,1069
10226,"upper_CI",24.7,98930
10227,"lower_CI",1.5,1071
10227,"upper_CI",3.5,98928
10228,"lower_CI",0.1,1073
10228,"upper_CI",3.5,98926
10229,"lower_CI",1.8,1075
10229,"upper_CI",9.7,98924
10230,"lower_CI",0,1077
10230,"upper_CI",4.1,98922
10231,"lower_CI",0,1079
10231,"upper_CI",1.8,98920
10232,"lower_CI",2.3,1081
10232,"upper_CI",9.6,98918
10233,"lower_CI",0.3,1083
10233,"upper_CI",4.6,98916
10234,"lower_CI",1.3,1085
10234,"upper_CI",4.6,98914
10235,"lower_CI",0,1087
10235,"upper_CI",17.2,98912
10236,"lower_CI",,1089
10236,"upper_CI",,98910
10237,"lower_CI",3.6,1091
10237,"upper_CI",11.1,98908
10238,"lower_CI",0,1093
10238,"upper_CI",42.6,98906
10239,"lower_CI",0.9,1095
10239,"upper_CI",6.8,98904
10240,"lower_CI",0,1097
10240,"upper_CI",21.4,98902
10241,"lower_CI",0.9,1099
10241,"upper_CI",6.6,98900
10242,"lower_CI",1.1,1101
10242,"upper_CI",11.3,98898
10243,"lower_CI",2.3,1103
10243,"upper_CI",15.4,98896
10244,"lower_CI",1.3,1105
10244,"upper_CI",10.1,98894
10245,"lower_CI",0.1,1107
10245,"upper_CI",13.3,98892
10246,"lower_CI",0.9,1109
10246,"upper_CI",11.5,98890
10247,"lower_CI",4.3,1111
10247,"upper_CI",11.7,98888
10248,"lower_CI",3,1113
10248,"upper_CI",11.3,98886
10249,"lower_CI",1.6,1115
10249,"upper_CI",18.2,98884
10250,"lower_CI",0,1117
10250,"upper_CI",22.6,98882
10251,"lower_CI",7.7,1119
10251,"upper_CI",16.5,98880
10252,"lower_CI",0,1121
10252,"upper_CI",42.3,98878
10253,"lower_CI",2.7,1123
10253,"upper_CI",9.9,98876
10254,"lower_CI",0,1125
10254,"upper_CI",43.3,98874
10255,"lower_CI",8.8,1127
10255,"upper_CI",21.3,98872
10256,"lower_CI",6.3,1129
10256,"upper_CI",15.8,98870
10257,"lower_CI",7.2,1131
10257,"upper_CI",22.1,98868
10258,"lower_CI",2.9,1133
10258,"upper_CI",15.3,98866
10259,"lower_CI",4.3,1135
10259,"upper_CI",18.1,98864
10260,"lower_CI",10.2,1137
10260,"upper_CI",26.7,98862
10261,"lower_CI",5.4,1139
10261,"upper_CI",13.6,98860
10262,"lower_CI",7.4,1141
10262,"upper_CI",15.9,98858
10263,"lower_CI",0,1143
10263,"upper_CI",34.3,98856
10264,"lower_CI",0,1145
10264,"upper_CI",2.9,98854
10265,"lower_CI",1.4,1147
10265,"upper_CI",3.5,98852
10266,"lower_CI",,1149
10266,"upper_CI",,98850
10267,"lower_CI",0.9,1151
10267,"upper_CI",7.4,98848
10268,"lower_CI",0,1153
10268,"upper_CI",6.3,98846
10269,"lower_CI",0,1155
10269,"upper_CI",4.9,98844
10270,"lower_CI",1,1157
10270,"upper_CI",3.8,98842
10271,"lower_CI",0,1159
10271,"upper_CI",2.8,98840
10272,"lower_CI",0.4,1161
10272,"upper_CI",4.3,98838
10273,"lower_CI",0.5,1163
10273,"upper_CI",9.9,98836
10274,"lower_CI",1.4,1165
10274,"upper_CI",7.8,98834
10275,"lower_CI",0.4,1167
10275,"upper_CI",2.7,98832
10276,"lower_CI",1.3,1169
10276,"upper_CI",3.7,98830
10277,"lower_CI",0.1,1171
10277,"upper_CI",5.2,98828
10278,"lower_CI",0,1173
10278,"upper_CI",9,98826
10134,"lower_CI",20.06,1175
10134,"upper_CI",26.25,98824
10135,"lower_CI",2.5,1177
10135,"upper_CI",5.36,98822
10136,"lower_CI",74.91,1179
10136,"upper_CI",80.95,98820
10137,"lower_CI",14.73,1181
10137,"upper_CI",20.29,98818
10138,"lower_CI",3.09,1183
10138,"upper_CI",6.03,98816
10626,"lower_CI",15.24,1185
10626,"upper_CI",21.71,98814
10627,"lower_CI",12.85,1187
10627,"upper_CI",18.97,98812
10628,"lower_CI",11.71,1189
10628,"upper_CI",17.54,98810
10325,"lower_CI",,1191
10325,"upper_CI",,98808
10326,"lower_CI",,1193
10326,"upper_CI",,98806
10327,"lower_CI",,1195
10327,"upper_CI",,98804
10328,"lower_CI",,1197
10328,"upper_CI",,98802
10329,"lower_CI",,1199
10329,"upper_CI",,98800
10330,"lower_CI",,1201
10330,"upper_CI",,98798
10331,"lower_CI",,1203
10331,"upper_CI",,98796
10332,"lower_CI",,1205
10332,"upper_CI",,98794
10333,"lower_CI",,1207
10333,"upper_CI",,98792
10334,"lower_CI",,1209
10334,"upper_CI",,98790
10335,"lower_CI",,1211
10335,"upper_CI",,98788
10336,"lower_CI",,1213
10336,"upper_CI",,98786
10337,"lower_CI",,1215
10337,"upper_CI",,98784
10338,"lower_CI",,1217
10338,"upper_CI",,98782
10339,"lower_CI",,1219
10339,"upper_CI",,98780
10340,"lower_CI",,1221
10340,"upper_CI",,98778
10341,"lower_CI",,1223
10341,"upper_CI",,98776
10342,"lower_CI",,1225
10342,"upper_CI",,98774
10343,"lower_CI",,1227
10343,"upper_CI",,98772
10344,"lower_CI",,1229
10344,"upper_CI",,98770
10345,"lower_CI",,1231
10345,"upper_CI",,98768
10346,"lower_CI",,1233
10346,"upper_CI",,98766
10347,"lower_CI",,1235
10347,"upper_CI",,98764
10348,"lower_CI",,1237
10348,"upper_CI",,98762
10349,"lower_CI",,1239
10349,"upper_CI",,98760
10350,"lower_CI",,1241
10350,"upper_CI",,98758
10351,"lower_CI",,1243
10351,"upper_CI",,98756
10279,"lower_CI",22.9,1245
10279,"upper_CI",33.6,98754
10280,"lower_CI",19.5,1247
10280,"upper_CI",51.7,98752
10281,"lower_CI",20.8,1249
10281,"upper_CI",45.5,98750
10282,"lower_CI",20.3,1251
10282,"upper_CI",37.7,98748
10283,"lower_CI",17.8,1253
10283,"upper_CI",29,98746
10284,"lower_CI",18.1,1255
10284,"upper_CI",39.7,98744
10285,"lower_CI",19.5,1257
10285,"upper_CI",37.1,98742
10286,"lower_CI",21,1259
10286,"upper_CI",35.3,98740
10287,"lower_CI",22.3,1261
10287,"upper_CI",33.8,98738
10288,"lower_CI",16.6,1263
10288,"upper_CI",48.7,98736
10289,"lower_CI",13.4,1265
10289,"upper_CI",27,98734
10290,"lower_CI",25.4,1267
10290,"upper_CI",40,98732
10291,"lower_CI",24.5,1269
10291,"upper_CI",37.8,98730
10292,"lower_CI",14.1,1271
10292,"upper_CI",32.2,98728
10293,"lower_CI",50.3,1273
10293,"upper_CI",61.5,98726
10294,"lower_CI",48.9,1275
10294,"upper_CI",72.6,98724
10295,"lower_CI",37.6,1277
10295,"upper_CI",71.2,98722
10296,"lower_CI",48.3,1279
10296,"upper_CI",68.1,98720
10297,"lower_CI",43.5,1281
10297,"upper_CI",58.3,98718
10298,"lower_CI",58,1283
10298,"upper_CI",80,98716
10299,"lower_CI",53.3,1285
10299,"upper_CI",68,98714
10300,"lower_CI",47.4,1287
10300,"upper_CI",59.8,98712
10301,"lower_CI",49.2,1289
10301,"upper_CI",61.2,98710
10302,"lower_CI",57,1291
10302,"upper_CI",80.9,98708
10303,"lower_CI",40.8,1293
10303,"upper_CI",54.2,98706
10304,"lower_CI",52.8,1295
10304,"upper_CI",68.2,98704
10305,"lower_CI",52.5,1297
10305,"upper_CI",65.8,98702
10306,"lower_CI",40.3,1299
10306,"upper_CI",59.9,98700
10629,"lower_CI",37.3,1301
10629,"upper_CI",55.9,98698
10630,"lower_CI",21.8,1303
10630,"upper_CI",34.5,98696
10631,"lower_CI",6.1,1305
10631,"upper_CI",23.1,98694
10632,"lower_CI",17.3,1307
10632,"upper_CI",25.4,98692
10633,"lower_CI",5.9,1309
10633,"upper_CI",13.1,98690
10634,"lower_CI",18.8,1311
10634,"upper_CI",42.4,98688
10635,"lower_CI",37.1,1313
10635,"upper_CI",54.9,98686
10636,"lower_CI",3.5,1315
10636,"upper_CI",15.1,98684
10637,"lower_CI",37,1317
10637,"upper_CI",84.6,98682
10638,"lower_CI",26.3,1319
10638,"upper_CI",65.9,98680
10639,"lower_CI",29.5,1321
10639,"upper_CI",55.3,98678
10640,"lower_CI",35.4,1323
10640,"upper_CI",56.4,98676
10641,"lower_CI",31.9,1325
10641,"upper_CI",75.4,98674
10642,"lower_CI",31.7,1327
10642,"upper_CI",61.4,98672
10643,"lower_CI",37.5,1329
10643,"upper_CI",56.4,98670
10644,"lower_CI",38.9,1331
10644,"upper_CI",56.8,98668
10645,"lower_CI",6.8,1333
10645,"upper_CI",57.8,98666
10646,"lower_CI",31.4,1335
10646,"upper_CI",57.2,98664
10647,"lower_CI",35.5,1337
10647,"upper_CI",60.6,98662
10648,"lower_CI",43.3,1339
10648,"upper_CI",64.6,98660
10649,"lower_CI",21.3,1341
10649,"upper_CI",48.5,98658
10650,"lower_CI",17.7,1343
10650,"upper_CI",74.8,98656
10651,"lower_CI",18.8,1345
10651,"upper_CI",54.6,98654
10652,"lower_CI",17.2,1347
10652,"upper_CI",46.9,98652
10653,"lower_CI",12.6,1349
10653,"upper_CI",40.9,98650
10654,"lower_CI",1.8,1351
10654,"upper_CI",20.3,98648
10655,"lower_CI",13.5,1353
10655,"upper_CI",48.9,98646
10656,"lower_CI",16.2,1355
10656,"upper_CI",44.4,98644
10657,"lower_CI",19,1357
10657,"upper_CI",43.7,98642
10658,"lower_CI",2,1359
10658,"upper_CI",22.7,98640
10659,"lower_CI",9.3,1361
10659,"upper_CI",51.9,98638
10660,"lower_CI",17.5,1363
10660,"upper_CI",43.8,98636
10661,"lower_CI",23.8,1365
10661,"upper_CI",56.7,98634
10662,"lower_CI",6.7,1367
10662,"upper_CI",24.1,98632
10663,"lower_CI",33.3,1369
10663,"upper_CI",74.4,98630
10664,"lower_CI",35.3,1371
10664,"upper_CI",75.6,98628
10665,"lower_CI",27.4,1373
10665,"upper_CI",50.5,98626
10666,"lower_CI",35,1375
10666,"upper_CI",52.8,98624
10667,"lower_CI",25.5,1377
10667,"upper_CI",76.8,98622
10668,"lower_CI",28.3,1379
10668,"upper_CI",55.2,98620
10669,"lower_CI",38.1,1381
10669,"upper_CI",57.7,98618
10670,"lower_CI",37.8,1383
10670,"upper_CI",55.5,98616
10671,"lower_CI",6.8,1385
10671,"upper_CI",57.8,98614
10672,"lower_CI",30.4,1387
10672,"upper_CI",54.2,98612
10673,"lower_CI",36.2,1389
10673,"upper_CI",60.6,98610
10674,"lower_CI",40.3,1391
10674,"upper_CI",62.7,98608
10675,"lower_CI",24.5,1393
10675,"upper_CI",50,98606
10676,"lower_CI",0,1395
10676,"upper_CI",15.2,98604
10677,"lower_CI",2.3,1397
10677,"upper_CI",39.1,98602
10678,"lower_CI",3.1,1399
10678,"upper_CI",18.9,98600
10679,"lower_CI",0.1,1401
10679,"upper_CI",7.4,98598
10680,"lower_CI",0,1403
10680,"upper_CI",22.8,98596
10681,"lower_CI",2.5,1405
10681,"upper_CI",19.9,98594
10682,"lower_CI",2.4,1407
10682,"upper_CI",14.6,98592
10683,"lower_CI",3.8,1409
10683,"upper_CI",16.5,98590
10684,"lower_CI",0,1411
10684,"upper_CI",0,98588
10685,"lower_CI",0.3,1413
10685,"upper_CI",12.1,98586
10686,"lower_CI",2.7,1415
10686,"upper_CI",20,98584
10687,"lower_CI",2.7,1417
10687,"upper_CI",16.2,98582
10688,"lower_CI",0,1419
10688,"upper_CI",19.6,98580
